OTU_ID	Taxon	TC10-1	TC10-2	TC10-3	TC50-1	TC50-2	TC50-3	TC25-1	TC25-2	TC25-3	CK-1	CK-2	CK-3
OTU12	r__Root;k__Archaea;p__Euryarchaeota;c__Methanobacteria	177.3919905	162.2303649	164.5317643	153.8550512	130.485263	174.0909849	135.575861	129.5070109	139.6700449	150.9957166	142.6077513	135.9693897
OTU13	r__Root;k__Archaea;p__Euryarchaeota;c__Methanococci	84.82958145	62.70477027	60.07192646	65.37012418	65.39300962	74.28778984	67.36372569	57.3240118	58.68110225	61.73351078	61.80544652	60.4943367
OTU14	r__Root;k__Archaea;p__Euryarchaeota;c__Methanomicrobia	3316.966287	3056.538558	3271.771497	2508.961097	2849.708776	3026.434584	2672.957002	2634.226908	2613.420913	3777.571606	2904.462042	2917.933309
OTU15	r__Root;k__Archaea;p__Euryarchaeota;c__Methanopyri	200.4515601	212.7678578	215.2792214	184.7356968	207.5218374	198.4050998	194.2433879	194.9016401	178.5447374	188.9506989	206.99572	190.4224566
OTU16	r__Root;k__Archaea;p__Euryarchaeota;c__Thermococci	648.9555589	601.892882	648.5447683	473.5336878	526.5383265	600.30877	509.8941957	499.5108791	527.6788426	640.7839513	577.8283991	590.2892058
OTU17	r__Root;k__Archaea;p__Thaumarchaeota	1092.921731	851.0714313	753.949944	413.3255651	793.6958389	630.8695943	528.4319464	658.0947407	864.1007593	408.3148363	407.9071927	419.8274311
OTU18	r__Root;k__Archaea;p__Thaumarchaeota;c__Conexivisphaeria	39.59022497	33.26633888	36.95411785	26.72363567	34.15732106	34.83741762	29.2701327	35.26180989	35.88117712	39.7682496	34.57953453	35.10467582
OTU19	r__Root;k__Archaea;p__Thaumarchaeota;c__Nitrososphaeria	1321.109601	1407.029423	1256.268127	762.6971302	1283.241142	1193.121489	978.937467	908.7741528	1089.229516	970.6749752	1062.16074	1005.667323
OTU21	r__Root;k__Bacteria;c__Candidatus_Babeliae	10.18695847	6.151994176	11.17217516	8.22265713	7.948558989	7.928515733	8.908301256	9.239725585	7.996376616	9.684496016	8.754312538	7.755684192
OTU22	r__Root;k__Bacteria;p__Acidobacteria	3329.514767	3050.386564	3523.231378	2498.225962	2698.084642	2409.932422	2866.903446	2407.947914	2782.000935	3169.137992	3095.875086	3058.678568
OTU23	r__Root;k__Bacteria;p__Acidobacteria;c__Acidobacteriia	7210.560727	6625.561016	7491.502057	5218.60071	5962.192615	5597.387953	5906.246153	5414.516906	5826.20101	6563.780504	6409.645011	6303.983389
OTU24	r__Root;k__Bacteria;p__Acidobacteria;c__Blastocatellia	466.0070457	440.8473456	517.8732888	339.9155095	405.1187173	377.1570909	378.4331214	352.0146882	372.0570515	431.3927842	431.0623494	404.765076
OTU25	r__Root;k__Bacteria;p__Acidobacteria;c__Holophagae	13.89130701	10.93687853	13.32067039	8.907878557	10.31164409	11.29212847	7.211481969	9.80542307	7.996376616	14.01161126	13.13146881	9.592556764
OTU26	r__Root;k__Bacteria;p__Acidobacteria;c__Vicinamibacteria	6916.389149	6303.652225	7398.042515	5356.969757	5473.420685	4648.897213	6231.399149	4822.156213	5964.066744	6838.325664	6669.735637	6643.43744
OTU27	r__Root;k__Bacteria;p__Actinobacteria	83643.35644	78551.98827	79039.272	48963.45641	68152.53448	72796.79642	59670.43188	66031.83089	61944.69009	80585.2683	76729.36082	79248.80566
OTU28	r__Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	8386.182039	7513.681124	8940.318326	4547.723251	6375.904369	6319.411452	6150.969915	6463.923454	6462.507553	9231.467656	8333.230105	7975.210874
OTU29	r__Root;k__Bacteria;p__Actinobacteria;c__Actinomycetia	393214.8374	369870.1938	370564.0771	231024.9624	321357.5331	343110.4586	280674.9082	310755.3159	290940.3308	377489.7036	359904.4519	373850.1025
OTU30	r__Root;k__Bacteria;p__Actinobacteria;c__Coriobacteriia	4194.017107	3866.186562	4230.902735	2750.021996	3453.885189	3391.722927	3120.365827	3216.291907	3332.192654	3783.918041	3709.333537	3537.408379
OTU31	r__Root;k__Bacteria;p__Actinobacteria;c__Nitriliruptoria	1623.245528	1496.757398	1605.140782	964.380637	1326.421152	1299.603858	1195.66371	1246.646404	1229.022582	1581.292752	1495.499211	1486.927937
OTU32	r__Root;k__Bacteria;p__Actinobacteria;c__Rubrobacteria	3822.656166	3517.846981	3629.796741	2067.678498	3011.859379	3256.169334	2604.829708	2948.490717	2742.347109	3721.195476	3579.769712	3336.495339
OTU33	r__Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia	6742.099551	6270.704878	6000.747161	3304.777263	5044.971873	6396.101823	4426.110689	5338.977435	4836.413613	6892.064314	6412.271305	5848.153255
OTU34	r__Root;k__Bacteria;p__Aquificae	16.66956841	17.95470893	21.0982231	14.75510141	17.48682977	16.52975401	14.29570249	14.85898727	15.6236897	17.51451407	18.38405633	16.08283985
OTU35	r__Root;k__Bacteria;p__Aquificae;c__Aquificae	81.17153727	86.49248108	102.3972824	71.40007274	84.34065565	79.1410025	69.18780642	72.52241755	74.96090489	84.68782686	89.11890164	78.16913278
OTU36	r__Root;k__Bacteria;p__Armatimonadetes	68.76196968	65.02885695	70.9433123	54.31521848	60.02236166	60.8333389	53.78917139	54.30695854	54.74442453	63.1346719	61.76167496	57.0655079
OTU37	r__Root;k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes	64.59457757	61.97564503	62.3063615	44.99620707	56.28439068	54.77883598	48.99565691	46.57575958	50.84875387	51.51327668	55.80874243	52.45291677
OTU38	r__Root;k__Bacteria;p__Armatimonadetes;c__Fimbriimonadia	279.2152708	263.1686397	292.4102	226.5798854	243.8274176	249.3878585	219.9502001	224.9590331	222.8733688	264.1600828	252.9996324	232.8746227
